date,PRODUKT,discount,amount,Tablet Basic,Tablet Mini,Tablet Pro,kosten_basic,kosten_mini,kosten_pro,transaction_id
2021-11-02,Tablet Mini,0.9,7,0,1,0,,219.7473816099459,,1227
2021-11-02,Tablet Mini,1.0,1,0,1,0,,215.7447051314857,,1240
2021-11-02,Tablet Mini,1.0,3,0,1,0,,215.7385286427313,,1270
2021-11-02,Tablet Mini,1.0,5,0,1,0,,217.7381168768143,,1272
2021-11-02,Tablet Basic...,1.0,3,1,0,0,161.083767893435,,,1316
2021-11-02,Tablet Basic...,0.9,4,1,0,0,181.0920032117742,,,1326
2021-11-02,Tablet Basic...,1.0,3,1,0,0,161.1010620619472,,,1337
2021-11-02,Tablet Pro,1.0,3,0,0,1,,,695.8313553863394,1346
2021-11-02,Tablet Pro,1.0,2,0,0,1,,,695.8319730352148,1347
2021-11-02,Tablet Pro,1.0,6,0,0,1,,,575.8332083329657,1349
2021-11-02,Tablet Pro,1.0,2,0,0,1,,,695.8387671728447,1358
2021-11-02,Tablet Basic...,1.0,3,1,0,0,161.1265915487987,,,1368
2021-11-02,Tablet Pro,1.0,3,0,0,1,,,695.8474142571008,1372
2021-11-02,Tablet Pro,1.0,3,0,0,1,,,695.8535907458552,1382
2021-11-02,Tablet Pro,1.0,2,0,0,1,,,695.8634731278621,1398
2021-11-02,Tablet Pro,1.0,1,0,0,1,,,695.8640907767376,1399
2021-11-02,Tablet Basic...,1.0,3,1,0,0,161.1595328221554,,,1408
2021-11-02,Tablet Basic...,1.0,3,1,0,0,161.162826949491,,,1412
2021-11-02,Tablet Basic...,1.0,4,1,0,0,181.2278859643705,,,1491
2021-11-03,Tablet Mini,1.0,3,0,1,0,,217.6810872973156,,1549
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6759402233536,,1574
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6732637448934,,1587
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6720284471425,,1593
2021-11-03,Tablet Mini,1.0,1,0,1,0,,215.6689402027653,,1608
2021-11-03,Tablet Mini,1.0,1,0,1,0,,215.6685284368483,,1610
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6672931390975,,1616
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6664696072635,,1620
2021-11-03,Tablet Pro,1.0,1,0,0,1,,,696.0067676669637,1630
2021-11-03,Tablet Basic...,0.9,2,1,0,0,161.3448274847867,,,1633
2021-11-03,Tablet Basic...,0.9,5,1,0,0,221.3505922076241,,,1640
2021-11-03,Tablet Pro,1.0,2,0,0,1,,,656.018502995597,1649
2021-11-03,Tablet Pro,1.0,3,0,0,1,,,696.0222088888497,1655
2021-11-03,Tablet Pro,1.0,5,0,0,1,,,576.024061835476,1658
2021-11-03,Tablet Pro,1.0,2,0,0,1,,,696.0252971332269,1660
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6561754593396,,1670
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6559695763811,,1671
2021-11-03,Tablet Mini,1.0,1,0,1,0,,215.6534989808794,,1683
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.65205780017,,1690
2021-11-03,Tablet Mini,1.0,2,0,1,0,,216.651646034253,,1692
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6510283853776,,1695
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6506166194606,,1697
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6502048535437,,1699
2021-11-03,Tablet Mini,1.0,1,0,1,0,,215.6499989705852,,1700
2021-11-03,Tablet Mini,0.9,8,0,1,0,,220.6489695557928,,1705
2021-11-03,Tablet Mini,1.0,4,0,1,0,,216.6458813114156,,1720
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6454695454987,,1722
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6450577795817,,1724
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6423813011215,,1737
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.641763652246,,1740
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6413518863291,,1742
2021-11-03,Tablet Mini,1.0,1,0,1,0,,215.6407342374536,,1745
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6401165885782,,1748
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6399107056197,,1749
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6388812908273,,1754
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6384695249104,,1756
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6359989294086,,1768
2021-11-03,Tablet Mini,1.0,3,0,1,0,,216.6353812805332,,1771
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6339400998238,,1778
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6331165679899,,1782
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.632293036156,,1786
2021-11-03,Tablet Mini,1.0,1,0,1,0,,215.6320871531975,,1787
2021-11-03,Tablet Mini,1.0,3,0,1,0,,216.6306459724881,,1794
2021-11-03,Tablet Pro,1.0,3,0,0,1,,,696.113003273539,1802
2021-11-03,Tablet Pro,1.0,2,0,0,1,,,696.1216503577951,1816
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6228224200659,,1832
2021-11-03,Tablet Mini,1.0,3,0,1,0,,215.6209694734396,,1841
2021-11-03,Tablet Mini,1.0,2,0,1,0,,215.6187047608963,,1852
2021-11-03,Tablet Mini,1.0,1,0,1,0,,215.6180871120209,,1855
2021-11-03,Tablet Mini,0.9,5,0,1,0,,219.6141753358098,,1874
2021-11-03,Tablet Pro,1.0,2,0,0,1,,,696.1630328324495,1883
2021-11-03,Tablet Basic...,1.0,3,1,0,0,161.5531810387678,,,1886
2021-11-03,Tablet Basic...,1.0,3,1,0,0,161.5721222709479,,,1909
2021-11-03,Tablet Basic...,1.0,5,1,0,0,201.5770634619514,,,1915
2021-11-03,Tablet Basic...,1.0,3,1,0,0,161.5828281847888,,,1922
2021-11-03,Tablet Basic...,1.0,1,1,0,0,161.5836517166227,,,1923
2021-11-03,Tablet Basic...,0.9,5,1,0,0,201.6487107315021,,,2002
2021-11-03,Tablet Basic...,0.9,8,1,0,0,261.6520048588378,,,2006
2021-11-03,Tablet Basic...,0.9,7,1,0,0,241.6660049000144,,,2023
2021-11-03,Tablet Basic...,1.0,3,1,0,0,161.680004941191,,,2040
2021-11-03,Tablet Basic...,0.9,3,1,0,0,161.7170638737173,,,2085
2021-11-03,Tablet Basic...,0.9,5,1,0,0,201.7310639148939,,,2102
2021-11-03,Tablet Basic...,1.0,4,1,0,0,201.7384757013991,,,2111
2021-11-03,Tablet Pro,1.0,3,0,0,1,,,696.321768593437,2140
2021-11-03,Tablet Pro,1.0,4,0,0,1,,,656.3291803799423,2152
2021-11-03,Tablet Pro,1.0,3,0,0,1,,,696.3409157085756,2171
2021-11-03,Tablet Pro,1.0,2,0,0,1,,,696.3421510063265,2173
2021-11-03,Tablet Basic...,1.0,2,1,0,0,181.8677701993241,,,2268
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5309986205842,,2278
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5305868546672,,2280
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5297633228333,,2284
2021-11-04,Tablet Mini,1.0,4,0,1,0,,217.528322142124,,2291
2021-11-04,Tablet Mini,1.0,5,0,1,0,,218.5242044829544,,2311
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5235868340789,,2314
2021-11-04,Tablet Mini,1.0,6,0,1,0,,218.523175068162,,2316
2021-11-04,Tablet Mini,1.0,3,0,1,0,,217.5229691852035,,2317
2021-11-04,Tablet Mini,1.0,4,0,1,0,,218.5221456533696,,2321
2021-11-04,Tablet Mini,1.0,5,0,1,0,,217.5184397601169,,2339
2021-11-04,Tablet Mini,1.0,2,0,1,0,,215.5169985794076,,2346
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5165868134906,,2348
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5159691646152,,2351
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5157632816567,,2352
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5151456327813,,2355
2021-11-04,Tablet Mini,1.0,2,0,1,0,,215.5141162179889,,2360
2021-11-04,Tablet Mini,1.0,2,0,1,0,,215.5137044520719,,2362
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5114397395286,,2373
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5104103247363,,2378
2021-11-04,Tablet Mini,1.0,3,0,1,0,,216.5095867929023,,2382
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5091750269854,,2384
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5087632610684,,2386
2021-11-04,Tablet Mini,1.0,3,0,1,0,,216.507733846276,,2391
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5073220803591,,2393
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.5062926655667,,2398
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5044397189403,,2407
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.5040279530234,,2409
2021-11-04,Tablet Mini,1.0,3,0,1,0,,216.5027926552725,,2415
2021-11-04,Tablet Mini,1.0,2,0,1,0,,215.5005279427292,,2426
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.4999102938538,,2429
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.4974396983521,,2441
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.4959985176427,,2448
2021-11-04,Tablet Mini,0.9,6,0,1,0,,219.4949691028503,,2453
2021-11-04,Tablet Mini,1.0,4,0,1,0,,217.4945573369334,,2455
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.4933220391825,,2461
2021-11-04,Tablet Mini,0.9,5,0,1,0,,217.492704390307,,2464
2021-11-04,Tablet Mini,0.9,5,0,1,0,,218.4889984970544,,2482
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.4873514333866,,2490
2021-11-04,Tablet Mini,1.0,2,0,1,0,,216.4867337845111,,2493
2021-11-04,Tablet Mini,1.0,4,0,1,0,,217.4857043697187,,2498
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.4854984867603,,2499
2021-11-04,Tablet Mini,1.0,2,0,1,0,,215.4809690616737,,2521
2021-11-04,Tablet Mini,1.0,4,0,1,0,,216.4807631787152,,2522
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.4803514127983,,2524
2021-11-04,Tablet Mini,1.0,3,0,1,0,,215.4789102320889,,2531
2021-11-04,Tablet Mini,1.0,3,0,1,0,,217.478086700255,,2535
2021-11-04,Tablet Mini,1.0,1,0,1,0,,215.4760278706702,,2545
2021-11-04,Tablet Basic...,0.9,5,1,0,0,242.1123591539975,,,2565
2021-11-04,Tablet Basic...,1.0,3,1,0,0,182.1164768131671,,,2570
2021-11-04,Tablet Basic...,0.9,3,1,0,0,202.1222415360045,,,2577
2021-11-04,Tablet Basic...,1.0,1,1,0,0,162.1634181277004,,,2627
2021-11-04,Tablet Basic...,1.0,2,1,0,0,162.1658887232021,,,2630
2021-11-04,Tablet Basic...,1.0,2,1,0,0,162.2078888467319,,,2681
2021-11-04,Tablet Basic...,1.0,3,1,0,0,202.2251830152442,,,2702
2021-11-04,Tablet Basic...,1.0,3,1,0,0,162.2260065470781,,,2703
2021-11-04,Tablet Basic...,1.0,6,1,0,0,242.2293006744138,,,2707
2021-11-04,Tablet Basic...,1.0,2,1,0,0,182.2482419065938,,,2730
2021-11-04,Tablet Basic...,1.0,1,1,0,0,162.2622419477704,,,2747
2021-11-04,Tablet Basic...,0.9,6,1,0,0,242.2894184982897,,,2780
2021-11-04,Tablet Basic...,1.0,3,1,0,0,162.296006752961,,,2788
2021-11-04,Tablet Basic...,0.9,4,1,0,0,182.3083597304698,,,2803
2021-11-04,Tablet Basic...,0.9,8,1,0,0,262.3338892173213,,,2834
2021-11-04,Tablet Pro,1.0,3,0,0,1,,,696.7572110506208,2845
2021-11-04,Tablet Pro,1.0,1,0,0,1,,,696.7640051882505,2856
2021-11-04,Tablet Basic...,0.9,5,1,0,0,222.3610657678405,,,2867
2021-11-04,Tablet Pro,1.0,2,0,0,1,,,696.7775934635101,2878
2021-11-04,Tablet Pro,1.0,1,0,0,1,,,696.7794464101365,2881
2021-11-04,Tablet Pro,1.0,2,0,0,1,,,656.7806817078874,2883
2021-11-04,Tablet Pro,1.0,2,0,0,1,,,656.7887111432681,2896
2021-11-04,Tablet Pro,1.0,1,0,0,1,,,696.7893287921435,2897
2021-11-04,Tablet Pro,1.0,3,0,0,1,,,656.7961229297733,2908
2021-11-04,Tablet Pro,1.0,3,0,0,1,,,656.7967405786487,2909
2021-11-04,Tablet Pro,1.0,2,0,0,1,,,696.8066229606558,2925
2021-11-04,Tablet Basic...,1.0,2,1,0,0,162.4137718052112,,,2931
2021-11-04,Tablet Basic...,1.0,3,1,0,0,162.4162424007129,,,2934
2021-11-05,Tablet Pro,1.0,3,0,0,1,,,656.8727113903276,3032
2021-11-05,Tablet Pro,1.0,2,0,0,1,,,696.8745643369539,3035
2021-11-05,Tablet Pro,1.0,3,0,0,1,,,696.8757996347048,3037
2021-11-05,Tablet Pro,1.0,3,0,0,1,,,696.8764172835803,3038
2021-11-05,Tablet Mini,1.0,1,0,1,0,,215.3722628595966,,3049
2021-11-05,Tablet Mini,1.0,3,0,1,0,,216.3714393277627,,3053
2021-11-05,Tablet Mini,1.0,4,0,1,0,,216.3695863811364,,3062
2021-11-05,Tablet Pro,1.0,2,0,0,1,,,696.8924761543416,3064
2021-11-05,Tablet Mini,1.0,3,0,1,0,,217.3667040197177,,3076
2021-11-05,Tablet Mini,1.0,1,0,1,0,,215.3658804878838,,3080
2021-11-05,Tablet Pro,1.0,2,0,0,1,,,656.9072997273521,3088
2021-11-05,Tablet Pro,1.0,3,0,0,1,,,696.9196527048609,3108
2021-11-05,Tablet Basic...,0.9,11,1,0,0,342.5784781719946,,,3131
2021-11-05,Tablet Basic...,1.0,1,1,0,0,162.6122429771852,,,3172
2021-11-05,Tablet Basic...,1.0,1,1,0,0,162.6287136138636,,,3192
2021-11-05,Tablet Basic...,1.0,1,1,0,0,162.6904785014074,,,3267
2021-11-05,Tablet Basic...,1.0,2,1,0,0,162.7110667972553,,,3292
2021-11-05,Tablet Basic...,0.9,5,1,0,0,202.7407139432763,,,3328
2021-11-05,Tablet Basic...,1.0,3,1,0,0,202.753066920785,,,3343
2021-11-05,Tablet Basic...,1.0,2,1,0,0,162.7744787484669,,,3369
2021-11-05,Tablet Basic...,0.9,4,1,0,0,222.7802434713043,,,3376
2021-11-05,Tablet Basic...,0.9,7,1,0,0,262.8016552989862,,,3402
2021-11-05,Tablet Basic...,0.9,3,1,0,0,162.8123612128271,,,3415
2021-11-05,Tablet Basic...,1.0,3,1,0,0,202.8156553401628,,,3419
2021-11-05,Tablet Basic...,1.0,2,1,0,0,162.8263612540037,,,3432
2021-11-05,Tablet Basic...,1.0,3,1,0,0,162.8387142315125,,,3447
2021-11-05,Tablet Basic...,1.0,5,1,0,0,202.8576554636925,,,3470
2021-11-05,Tablet Basic...,1.0,1,1,0,0,162.8757731640387,,,3492
2021-11-05,Tablet Mini,0.9,6,0,1,0,,219.2808508260318,,3493
2021-11-05,Tablet Mini,1.0,3,0,1,0,,217.2804390601149,,3495
2021-11-05,Tablet Mini,1.0,2,0,1,0,,216.2777625816547,,3508
2021-11-05,Tablet Mini,1.0,4,0,1,0,,217.2754978691114,,3519
2021-11-05,Tablet Mini,1.0,1,0,1,0,,215.2748802202359,,3522
2021-11-05,Tablet Mini,1.0,2,0,1,0,,215.274056688402,,3526
2021-11-05,Tablet Mini,1.0,3,0,1,0,,215.2730272736096,,3531
2021-11-05,Tablet Mini,1.0,2,0,1,0,,216.2701449121909,,3545
2021-11-05,Tablet Mini,1.0,2,0,1,0,,215.269321380357,,3549
2021-11-05,Tablet Mini,1.0,3,0,1,0,,215.26890961444,,3551
2021-11-05,Tablet Mini,1.0,3,0,1,0,,216.2678801996476,,3556
2021-11-05,Tablet Mini,1.0,3,0,1,0,,215.2670566678137,,3560
2021-11-05,Tablet Mini,1.0,4,0,1,0,,216.2656154871044,,3567
2021-11-05,Tablet Mini,1.0,2,0,1,0,,216.2649978382289,,3570
2021-11-05,Tablet Mini,1.0,4,0,1,0,,216.2647919552705,,3571
2021-11-05,Tablet Mini,1.0,4,0,1,0,,216.264586072312,,3572
2021-11-05,Tablet Mini,1.0,3,0,1,0,,215.2631448916026,,3579
2021-11-05,Tablet Mini,1.0,6,0,1,0,,218.2617037108933,,3586
2021-11-05,Tablet Mini,1.0,2,0,1,0,,215.2612919449763,,3588
2021-11-05,Tablet Mini,0.9,3,0,1,0,,217.2573801687652,,3607
2021-11-05,Tablet Mini,1.0,2,0,1,0,,215.2532625095956,,3627
2021-11-05,Tablet Mini,0.9,5,0,1,0,,218.2520272118447,,3633
2021-11-05,Tablet Mini,1.0,3,0,1,0,,215.2516154459278,,3635
2021-11-05,Tablet Mini,1.0,2,0,1,0,,216.2505860311354,,3640
2021-11-05,Tablet Mini,1.0,3,0,1,0,,216.2501742652184,,3642
2021-11-05,Tablet Basic...,1.0,2,1,0,0,163.0034205982959,,,3647
2021-11-05,Tablet Basic...,0.9,4,1,0,0,183.0083617892994,,,3653
2021-11-05,Tablet Mini,1.0,2,0,1,0,,215.244409542381,,3670
2021-11-05,Tablet Mini,1.0,3,0,1,0,,215.2417330639208,,3683
2021-11-05,Tablet Basic...,1.0,3,1,0,0,163.0380089353204,,,3689
2021-11-05,Tablet Basic...,1.0,1,1,0,0,163.0445971899917,,,3697
2021-11-05,Tablet Basic...,1.0,2,1,0,0,163.0511854446631,,,3705
2021-11-05,Tablet Mini,1.0,4,0,1,0,,218.2310271500799,,3735
2021-11-05,Tablet Mini,1.0,2,0,1,0,,215.2304095012044,,3738
2021-11-05,Tablet Mini,1.0,3,0,1,0,,215.2295859693705,,3742
